label,description,tweets
,,RT @Tayyxb: Look at the writing style in the text and tweets; Very similar. Look at the use of full stops. https://t.co/7nxJSp4TyJ
,Your friendly brother from Mars. Observing the world since 2001. 28th account,Remember about a son who his father gave his blessing before martyrdom operations?
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",#USA war criminals bombed rescue teams while extracting children killed after bombing their house in #Rutbah #Iraq https://t.co/vvbpvw8h3v
,we provide fresh news from every battlefield,#Russia has promised to protect #YPG against Turkish ground invasion in #Syria. @LinaArabiil https://t.co/emrSE13BfG
,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,RT @RamiAlLolah: #USA war criminals bombed rescue teams while extracting children killed after bombing their house in #Rutbah #Iraq https:/…
,Your friendly brother from Mars. Observing the world since 2001. 28th account,@Fidaee_Fulaani Wilayat Halab releasing his story https://t.co/HqrkI9iqC7
,‏إِنَّ صَلَاتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ رَبِّ الْعَالَمِينَ,"RT @Abu_Itaqillah: Read out the Quran in 30 days 
600 pages/30days= 20 pages a day
20pages / 5 salat= 4 pages per salah
2 pages before and …"
,,"Enjoining Good &amp; Forbidding Evil

By Sheikh Musa Cerantonio (hafidhahullah)
https://t.co/rfQmKfZgbF"
,,"The Ultimate Pleasure of a Believer on this Earth (Qiyam al-Layl) 
By Sheikh Ahmad Musa Jibril (hafidhahullah)
https://t.co/UEg00gLlpl"
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Graphic! As if they had not kill enough 2M #Iraq|is; #USA war criminals are back to kill more. #Rutbah massacre.. https://t.co/0cXTTJyWC0
,,"RT @AbuMaryam_16: The Tragedy that still haunts us today .Revenge will be served even if it takes a while

https://t.co/3fYnLWvLQf

#Muslim…"
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",#Turkey backed Jihadists in #Aleppo (may the Lord bless them) sent two #YPG dogs to the deepest spot in Hell #Syria https://t.co/bZM8lCb7Ma
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",.@DrPartizan_ Biji Turkey backed Jihadists.. Biji Erdogan..
,Baqiyah Acct #61. Freedom of speech only exists for those who kneel to taghut. Baqiyah wattamaddad Bi'ithnillah.,@muslimsoldier10 it has begun https://t.co/bldM5TLMKf
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Appetence of murder. #USA war criminals killed 9 (mostly women) in bombing their car while fleeing #Shaddadi #Syria https://t.co/4TcNGQiass
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",".@DrPartizan_ May they rest in the deepest spot of Rojava
#TwitterKurds https://t.co/jCiRU6qOZN"
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",@Dartanveerahmad Because they are the only motherfuckers son of whores assholes flying over there right now.. @VasquezMusic
,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina",Ya Allah bless the Mujahid lions &amp; allow them to detonate the Sahawat including JN the front of Riddah #ISIS https://t.co/e8kYuIs9gS
,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina",Misleading scholars worse then the Dajjal #Ummah #ISIS https://t.co/jsfub5RUte
,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina",Fact  https://t.co/OWS9ggdswE
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",#Russia seeks a UNSC resolution threatens #Turkey (or #Saudi) with consequences per Chapter 7 if they invaded north #Syria..
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",@GrayB88 Fuck both of USA and Russia.. Happy? @Dartanveerahmad @VasquezMusic
,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina",Spending millions to achieve nothing the kuffar losers really are pathetic &amp;the #ISIS will remain &amp; expand biiznilah https://t.co/EWevrLL8PH
,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina","RT @ShamiRebel: Beyond repulsive, #Hamas is basically a disposable prostitute for its pimp #Iran

NO justification for such acts!  https://…"
,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina",@IbnElHijaz lool
,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina",RT @RamiAlLolah: Appetence of murder. #USA war criminals killed 9 (mostly women) in bombing their car while fleeing #Shaddadi #Syria https:…
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.","@VasquezMusic Just when the USA is the filth criminal everything posted is 'propaganda', 'can't be verified', 'unconfirmed' or 'rumors'.."
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Question for my followers : Abou Yadh ( leader of Ansar Shariah in Tunisia ) was killed in Libya in June 2015 , truth or false ?"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@Uncle_SamCoco Up please
,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina",Kuffar spending to distort the image of Jihad fisibillah &amp; the image of Islam shame  coconuts believing their lies #ISIS
,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina","RT @newzalrts: Islamic State #ISIS #PhotoReport from the city of #Mosul at night

 #WilayatNinawa
https://t.co/rAB6ps0KIM https://t.co/3R5v…"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@khanasori147 Yes
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@khanasori147 are you sure brother ? because newspaper say he was killed in air strike
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","@khanasori147 not fro mtoday airstrike but from June, I guess this is mistake from newspaper"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","@khanasori147 this is like Mokhtar BelMokhtar, they always said he was killed when he is still alive"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@khanasori147 May Allah rewards you for your answer brother
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@khanasori147 Thanks you
,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina","Anwar Awlaki rh said ""whenever a group implements the Sharia the kuffar try2 ruin it's image big campaign is already active againt the #ISIS"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","@1OeufQuiParle @BinAmhdAbdILlAh @maisondarqam il parle après que la ""fitna"" à éclater, parce que lui c'est un vrai opposant à l'EI"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","@Abduhark US special forces don't use ""Takfiri"" or ""Muhajirin"" please"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","No comments

https://t.co/ya2mK5jn9O"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@1OeufQuiParle @BinAmhdAbdILlAh @maisondarqam une affirmation
,Baqiyah Acct #61. Freedom of speech only exists for those who kneel to taghut. Baqiyah wattamaddad Bi'ithnillah.,"RT @ShamiRebel: I always knew that the Pope was a Takfiri, Wahhabi, neo-Kharijite.  https://t.co/JgcpGH8LxO"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","@F1ea1337 they don't understand if Turkey state collapse, they will and theire imaginary/fairy krudistan be erase for ever ."
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","@AEJKhalil @SyriaCivilDef @Free_Media_Hub @RevolutionSyria can you use the term ""Russian TERRORIST"" ? you can use the right words"
,,"Bismillah. Support by retweeting may Allah reward you.

√ Mustafa Al Iraqi - @mustaklash

https://t.co/1qJf6GT4NV"
,,Amaq showing the effects of Iraqi aircraft Shelling on the al-Buhawah area in the Amiriyat Fallujah yesterday https://t.co/uGyDEwzbyE
,,"Iraqi forces carried out a failed attack for the 4th time within a week, with the air cover on Subaihat area in Qārmah northeast of Fallujah"
,,Friday prayers in Tawhid Masjid in the city of Fallujah https://t.co/lf4YGpLejG
,,"Ongoing battles in the vicinity of Farooq Dam against PKK

[Full album] https://t.co/qgtCzNzmun https://t.co/E7hs9CjhXe"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","RT @F1ea1337: #BREAKING: #NEW: #YPG/#SDF capture Al-Shaddadi town from Islamic State (#IS) completely.
https://t.co/h9aVUWSfQT. #Sy #Twitte…"
,,"Merciful among themselves - Aspect of the distribution of food aid to poor Muslims

Album https://t.co/x9tnrJjslq https://t.co/EeGhzHK6zV"
,,"Friday prayers in masjid Al-Ribat in the city of Sirte, Libya. https://t.co/gUwmJpLFvg"
,,"Targeting the apostate Yemeni Army's Barracks in al-wadi area, with a mortar shells 81 mm

https://t.co/Hw2azjIPU6 https://t.co/dbLqKoZ4sc"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@7layers_ this is fantastic how they can move from version to another version just like their fairy/imaginary kurdistan
